Employee_ID,Transaction_WID,Transaction_Effective_Date,Transaction_Entry_Moment,Transaction_Type,Compensation_Package_Proposed,Compensation_Grade_Proposed,Comp_Grade_Profile_Proposed,Compensation_Step_Proposed,Pay_Range_Minimum,Pay_Range_Midpoint,Pay_Range_Maximum,Base_Pay_Proposed_Amount,Base_Pay_Proposed_Currency,Base_Pay_Proposed_Frequency,Benefits_Annual_Rate_ABBR,Pay_Rate_Type,Compensation,Worker_Workday_ID
30019560,be5272163438ce471dd3408c066b2e50,2026-02-26,2026-03-03 10:57:25,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,113932.26,CAD,Annual,113932.26,Salary,113932.26,13b49faeef0c8d61d210e2e43ea7bad2
30019564,6b7fdf3081f049a3b7948c0553f183e3,2026-02-11,2026-02-16 10:01:56,Data Change,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,112000.00,USD,Annual,112000.00,Salary,112000.00,d7dc4a2346f66907b108980c840f43c3
30019567,7a5947b3f0bb172dff997f8f47091ea1,2026-02-26,2026-03-01 14:49:06,Data Change,STD_COMP_PKG,G12,GP_12,,300000.00,390000.00,480000.00,392128.04,USD,Annual,392128.04,Salary,392128.04,caadb33d3880e91c8ae2285b7ca3d381
30019570,fa11036ce5079d88c70fb629c6cc8b50,2026-02-28,2026-03-02 08:33:59,Data Change,STD_COMP_PKG,G01,GP_01,,42000.00,50000.00,58000.00,48978.94,CAD,Annual,48978.94,Salary,48978.94,a6c87bc6dc958ed51380af8477b021b7
30019578,9246262cfd9299b95ad3a7ea8bb2a6a1,2026-02-15,2026-02-20 09:15:35,Data Change,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,143945.77,USD,Annual,143945.77,Salary,143945.77,6d6b239cc6d52d82078fbacd2e735b13
30019579,c153e029a88af4776f4a12d1cc57172f,2026-02-19,2026-02-24 15:41:30,Data Change,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,125010.42,CAD,Annual,125010.42,Salary,125010.42,b7f89a2556cfae9836eae5bc9aeb3342
30019581,db61775a68dbc2f5e0d2f0eacef21c42,2026-02-25,2026-02-25 14:36:25,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,72000.00,CAD,Annual,72000.00,Salary,72000.00,70b15b66b700c76f0870e718c313cad6
30019597,d6a84d810fb73b881805fa8110621b07,2026-02-10,2026-02-15 16:45:24,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,68450.22,USD,Annual,68450.22,Salary,68450.22,63583e0bf5134df307581518585d9d1c
30019598,f32889e39761ff28b9322bc7effb39cb,2026-02-12,2026-02-15 08:51:04,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,56123.55,CAD,Annual,56123.55,Salary,56123.55,d552e9c0493250b0215fe2c67935a9cc
30019599,43f67b30cf101eed466514f80b35e587,2026-02-18,2026-02-19 13:19:44,Data Change,STD_COMP_PKG,G07,GP_07,,125000.00,155000.00,185000.00,177549.56,CAD,Annual,177549.56,Salary,177549.56,62b563cba00e05888fa779a29ce5303a
30019602,c33eeac6d6516f200b0db3faf27405ef,2026-02-09,2026-02-11 10:10:56,Data Change,STD_COMP_PKG,G07,GP_07,,125000.00,155000.00,185000.00,152070.43,CAD,Annual,152070.43,Salary,152070.43,42e35c1382808b9bb56eeca589ed9015
30019604,3390014886558e34dd35bf8af4b980a1,2026-02-08,2026-02-10 09:13:59,Data Change,STD_COMP_PKG,G01,GP_01,,42000.00,50000.00,58000.00,44429.00,CAD,Annual,44429.00,Salary,44429.00,e76e8c1b8ed9fb30aa8700f8891591a3
30019605,3dc362c2da64e2cf96de1104fb841fde,2026-02-07,2026-02-08 11:28:16,Data Change,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,155000.00,CAD,Annual,155000.00,Salary,155000.00,9686804f852720fa9a0ac4d29c56592e
30019609,8b603fac280eddc6299d668da7b83e19,2026-02-28,2026-03-03 10:22:49,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,122393.86,CAD,Annual,122393.86,Salary,122393.86,1af561913a0bc5d09f343166d4467672
30019612,905e5c43b5c5155e88840675de5c927a,2026-02-17,2026-02-17 12:26:49,Data Change,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,90606.20,CAD,Annual,90606.20,Salary,90606.20,e2854024493f30900b270b015003a30c
30019616,4bb6a0afc7acf0a659528f89ebbb95fb,2026-02-03,2026-02-04 16:17:48,Data Change,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,143555.24,CAD,Annual,143555.24,Salary,143555.24,fc745ce1429beb3d576176a5674d0eec
30019624,bda7eae56780f56a5cba6d815271f5e9,2026-02-26,2026-03-03 16:20:49,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,68709.49,USD,Annual,68709.49,Salary,68709.49,333de77469ce0966ddc1ea0e9555c51f
30019625,788caad24c95924a045de8c62968fff5,2026-02-26,2026-03-01 11:55:18,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,77042.11,CAD,Annual,77042.11,Salary,77042.11,b90af79704c1d717a7a4b869c0c38509
30019632,1ce4a6e57cbb34e2c785136a7da1d3d1,2026-02-23,2026-02-23 09:56:16,Data Change,STD_COMP_PKG,G09,GP_09,,170000.00,215000.00,260000.00,260000.00,USD,Annual,260000.00,Salary,260000.00,ff90235093873837a6ff469f746e45d2
30019633,54945ecd0fdce40f13f30de9aea60a5a,2026-02-21,2026-02-26 12:39:25,Data Change,STD_COMP_PKG,G01,GP_01,,42000.00,50000.00,58000.00,53477.03,USD,Annual,53477.03,Salary,53477.03,7b628c87a5c2a9ccaf1e75a16a2cd159
30019637,a1565bcce914b7f60dad7822cb3ae3ee,2026-02-21,2026-02-23 09:08:38,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,86688.50,CAD,Annual,86688.50,Salary,86688.50,9b026d46fc98cfcf8c8943ab5d79de3d
30019638,75178f9efc81723e37c21f3b9ffbc68b,2026-02-01,2026-02-02 14:16:46,Data Change,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,103235.15,USD,Annual,103235.15,Salary,103235.15,f4d599ecd5a13170ce682eb4d2858e85
30019641,63f68aa481c9b8de212e278c72955f27,2026-02-23,2026-02-24 12:02:44,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,69140.23,CAD,Annual,69140.23,Salary,69140.23,68413817923c22f33e0f125240a828d8
30019644,e0c2a1e13f73ce5e85fd5ab067359f21,2026-02-24,2026-02-25 10:18:22,Change Job,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,79956.55,CAD,Annual,79956.55,Salary,79956.55,46e5b925fd20254ac4cc57f8024aab63
30019646,0ad3575da615ec46823352c0de53074d,2026-02-13,2026-02-15 08:00:38,Data Change,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,135773.48,CAD,Annual,135773.48,Salary,135773.48,9576355205c2644e6602a14cd787d0db
30019650,17d24124a79ed7a6999cbb08646eb170,2026-02-10,2026-02-11 10:14:17,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,79471.82,USD,Annual,79471.82,Salary,79471.82,9213ad82c39db423895b0f4ee59f646e
30019663,24cb74a4f04d19a9c36b2f9d0e4edefe,2026-02-01,2026-02-03 12:05:12,Data Change,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,84650.24,CAD,Annual,84650.24,Salary,84650.24,724bc8556b598ac5347c2cb16e683bb5
30019667,69499ed6f97e52f6bfb824fc352a50b3,2026-02-24,2026-03-01 14:40:45,Data Change,STD_COMP_PKG,G08,GP_08,,145000.00,180000.00,215000.00,206548.06,CAD,Annual,206548.06,Salary,206548.06,855637b3dc2f4864840069e57c9949c3
30019678,324143a879c26a2b188e187efc09d387,2026-02-17,2026-02-18 08:40:42,Data Change,STD_COMP_PKG,G01,GP_01,,42000.00,50000.00,58000.00,52243.73,CAD,Annual,52243.73,Salary,52243.73,b3d838908139382d7b61240195a2fbca
30019684,3080e03c5fe6936da62d2cfee0144e1e,2026-02-28,2026-02-28 16:09:12,Data Change,STD_COMP_PKG,G01,GP_01,,42000.00,50000.00,58000.00,49065.07,CAD,Annual,49065.07,Salary,49065.07,b7acff82acce2c79fdaad4384153cd4e
30019686,eee48ccace3579f81cde660e16f7e5f0,2026-02-03,2026-02-05 09:56:00,Data Change,STD_COMP_PKG,G09,GP_09,,170000.00,215000.00,260000.00,220606.64,CAD,Annual,220606.64,Salary,220606.64,37925de55cb5ac01a01cdef99073b6e8
30019692,64f423eae48a20acaa5a6fbe0ab06033,2026-02-06,2026-02-06 09:38:41,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,91000.00,CAD,Annual,91000.00,Salary,91000.00,18e90b3c4cf936949ccb00c4effdb48d
30019695,0a6819d43d0a0c40b9b0f51a11fb026a,2026-02-06,2026-02-09 12:57:24,Data Change,STD_COMP_PKG,G01,GP_01,,42000.00,50000.00,58000.00,53233.07,USD,Annual,53233.07,Salary,53233.07,f111efbf6d74d1f62211903e8e78cc5b
30019697,0082dee359579fbe5520fe5d8878b78f,2026-02-20,2026-02-23 10:39:15,Data Change,STD_COMP_PKG,G11,GP_11,,240000.00,310000.00,380000.00,259178.06,CAD,Annual,259178.06,Salary,259178.06,0e1700b6e2fb7b991a070d94e7e3d791
30019699,f272739ed86f06fcc78d3f0d149eac98,2026-02-09,2026-02-12 12:48:59,Data Change,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,101293.53,CAD,Annual,101293.53,Salary,101293.53,cf7b31b5ce756cef4aefa5fd714aaa79
30019707,0cc06ef0534390cebd11bfd84f01fa11,2026-02-09,2026-02-09 10:58:35,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,76142.98,CAD,Annual,76142.98,Salary,76142.98,a241e9c6474931244b44d528cb2e935f
30019709,b594e1cc213e5986b0a14644cff189a0,2026-02-27,2026-02-28 10:18:20,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,79013.63,CAD,Annual,79013.63,Salary,79013.63,30d407111534883995b99859e430c75b
30019716,0db4473c8bcf04e112b68dc009ffb1da,2026-02-17,2026-02-22 11:42:44,Data Change,STD_COMP_PKG,G09,GP_09,,170000.00,215000.00,260000.00,229859.87,CAD,Annual,229859.87,Salary,229859.87,b91cf446d63e72db48eb2bc027c13bf7
30019728,2564c721ef2a05a267d9aef70b61e0ef,2026-02-14,2026-02-15 12:28:58,Data Change,STD_COMP_PKG,G07,GP_07,,125000.00,155000.00,185000.00,145059.48,CAD,Annual,145059.48,Salary,145059.48,17769d4b1bdfc5740d75d845078b7cb8
30019732,c6d8e14fa418061c779098f8bc950c7a,2026-02-04,2026-02-08 08:59:38,Data Change,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,108232.47,CAD,Annual,108232.47,Salary,108232.47,40b193b8207d8c9b93a7169c5ac8c18c
30019737,86e642f3d958069e47bdefdaf9f29853,2026-02-23,2026-02-25 17:47:31,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,70165.99,CAD,Annual,70165.99,Salary,70165.99,83d4556eed18513b8a7a63c1b37dc15d
30019738,3bc15b79d08ce214f33bbf2d31b6a59d,2026-02-06,2026-02-07 17:33:05,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,82497.56,USD,Annual,82497.56,Salary,82497.56,9247f8f3f0b86083e201a98042832b6e
30019739,4ab665c455fe08326ef78711855e219c,2026-02-03,2026-02-04 08:37:59,Data Change,STD_COMP_PKG,G07,GP_07,,125000.00,155000.00,185000.00,163931.07,CAD,Annual,163931.07,Salary,163931.07,62e5778e9aafc318633a5c6d4dbeb1d6
30019751,98c78a1815936e33034a89bb53dc5bf4,2026-02-02,2026-02-02 12:29:21,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,74374.69,USD,Annual,74374.69,Salary,74374.69,ea34d57c134dbd4cde51c5f57899e609
30019752,6c11f2275c0fc9da1ec0a71024762f5f,2026-02-09,2026-02-14 17:12:58,Data Change,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,137185.87,CAD,Annual,137185.87,Salary,137185.87,53cdcf772f114d512c27b73d2f8806f8
30019757,7834917a51bf22ae612f39a72ec9bb80,2026-02-22,2026-02-27 09:59:01,Data Change,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,149775.89,CAD,Annual,149775.89,Salary,149775.89,319889e17d16ef4040b4799196989b61
30019758,0fa10128d3aeb563b8b8d6f6848ff09d,2026-02-19,2026-02-22 09:21:04,Change Job,STD_COMP_PKG,G01,GP_01,,42000.00,50000.00,58000.00,50967.84,CAD,Annual,50967.84,Salary,50967.84,af5254c9800ebdf61d82f44c0e771595
30019761,79a4217d452a1571e012739cc366cced,2026-02-16,2026-02-19 13:27:34,Data Change,STD_COMP_PKG,G08,GP_08,,145000.00,180000.00,215000.00,170247.74,CAD,Annual,170247.74,Salary,170247.74,03cc67cf609a39de2df28b6f237fe769
30019762,7a19be931228760e6702feeceed23855,2026-02-27,2026-02-28 15:16:06,Change Job,STD_COMP_PKG,G12,GP_12,,300000.00,390000.00,480000.00,391684.81,CAD,Annual,391684.81,Salary,391684.81,c722c90e38dab3f32b4a2bb150823604
30019763,69937ef34714a8ca25f2794e4ab8b851,2026-02-15,2026-02-19 13:33:49,Data Change,STD_COMP_PKG,G11,GP_11,,240000.00,310000.00,380000.00,307189.72,USD,Annual,307189.72,Salary,307189.72,b31685c2c3e2870105059bfa8d017334
30019764,82a320f32503f66aa1c920c4c397a8cd,2026-02-22,2026-02-23 12:30:02,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,122455.76,USD,Annual,122455.76,Salary,122455.76,57495c30e3ff1553109a6e849c4364a8
30019777,f36ec471356a8f2a5122e6e5c75a3908,2026-02-07,2026-02-09 16:56:12,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,69005.74,CAD,Annual,69005.74,Salary,69005.74,7dee48a6b8be7388b2ae363a02e04fba
30019781,a1dda78a36426988822aeb7039200b22,2026-02-14,2026-02-16 08:16:32,Change Job,STD_COMP_PKG,G01,GP_01,,42000.00,50000.00,58000.00,50939.91,CAD,Annual,50939.91,Salary,50939.91,549c5068c64dfbdb5888df30da767eca
30019791,8f2497a35164049a084f80844339ae8a,2026-02-05,2026-02-09 10:43:34,Data Change,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,129200.73,CAD,Annual,129200.73,Salary,129200.73,43961456f70d737881094a66b1e408e5
30019794,51391c8d962675d29442a7a9d0a05355,2026-02-01,2026-02-03 13:11:15,Data Change,STD_COMP_PKG,G11,GP_11,,240000.00,310000.00,380000.00,353984.39,CAD,Annual,353984.39,Salary,353984.39,57fc8288d64b0ba04599767721d9d12c
30019808,db1c9917e18682ec9203507dbb01c6ab,2026-02-02,2026-02-02 09:44:25,Data Change,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,106344.41,USD,Annual,106344.41,Salary,106344.41,07458df0f0c23cfe25fefed3b60d612d
30019811,1565e6675c9bbd853b4840b57b064f94,2026-02-28,2026-03-03 12:07:28,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,72000.00,CAD,Annual,72000.00,Salary,72000.00,3198026cf85df20bb1cc019098fd40e4
30019813,fece8b039350071b46bb9a1264734c0d,2026-02-07,2026-02-08 10:36:33,Data Change,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,93996.74,USD,Annual,93996.74,Salary,93996.74,98945e496db3f8a305268517241c26b5
30019819,5cbe03500db23fdfd6f1bc459cad19f5,2026-02-02,2026-02-04 14:30:20,Data Change,STD_COMP_PKG,G15,GP_15,,550000.00,750000.00,950000.00,883899.98,CAD,Annual,883899.98,Salary,883899.98,3cbc38f6f3385206d0579c040bf4ada8
30019823,ff1b2ace2663bd98147b27834960f65b,2026-02-03,2026-02-06 17:32:12,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,84462.49,CAD,Annual,84462.49,Salary,84462.49,1ec427f3b562b254bfa270904e6da40d
30019835,29f1dd90c697b2fe635e8b3282e8612c,2026-02-02,2026-02-07 09:31:07,Data Change,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,91967.75,USD,Annual,91967.75,Salary,91967.75,839649fa90d6652b53b41413dd836b98
30019848,db14244b65d534d3b5f9db8a219048b0,2026-02-07,2026-02-10 14:03:44,Change Job,STD_COMP_PKG,G07,GP_07,,125000.00,155000.00,185000.00,158292.86,CAD,Annual,158292.86,Salary,158292.86,d99da5ea1cdfaf4e4eec56220660c506
30019860,821dee34c769acee03bc08c58fc5692b,2026-02-18,2026-02-21 15:03:31,Data Change,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,132959.90,CAD,Annual,132959.90,Salary,132959.90,8114b1218ee8a77d64cde199e4c3bfa5
30019861,ea043ad3dbe1a29ced3f7600baf95770,2026-02-22,2026-02-22 09:13:48,Data Change,STD_COMP_PKG,G11,GP_11,,240000.00,310000.00,380000.00,380000.00,USD,Annual,380000.00,Salary,380000.00,f102525df6098633cf1521a60fb3d7ba
30019863,618c3206ce2d8516f3f1ec360611e34e,2026-02-16,2026-02-17 15:36:35,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,69653.36,CAD,Annual,69653.36,Salary,69653.36,8d0f89e599dc66935690d3c8371f0eef
30019873,48073be2663fa624107f7163196518b7,2026-02-17,2026-02-18 14:10:49,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,82981.51,USD,Annual,82981.51,Salary,82981.51,7051ee3f893937bf89674a29f96146d7
30019876,4958f42d4a21787911cb0d21c2fc60a4,2026-02-04,2026-02-04 11:20:11,Data Change,STD_COMP_PKG,G13,GP_13,,380000.00,480000.00,580000.00,400525.10,CAD,Annual,400525.10,Salary,400525.10,284eda150fa918e205fc6c35606977f0
30019885,6844a67139a63ee34fb40e1970cebd90,2026-02-25,2026-02-28 10:39:03,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,132000.00,CAD,Annual,132000.00,Salary,132000.00,f6c790a4f3dee1304b9015cda0f05aeb
30019891,153864b21df891f5fbfff0e0db9f5db5,2026-02-28,2026-02-28 12:58:19,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,82858.69,CAD,Annual,82858.69,Salary,82858.69,50f3ca141750a3ca4ca293a3c8ada33a
30019892,aab818066cd70b8199fa0d99ee24c5e5,2026-02-09,2026-02-14 16:12:24,Data Change,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,88555.38,CAD,Annual,88555.38,Salary,88555.38,af10515286a8e4b541eee53ea5f937b4
30019896,d00ccb6479d9e18330de119d2d32db34,2026-02-14,2026-02-18 17:50:51,Data Change,STD_COMP_PKG,G12,GP_12,,300000.00,390000.00,480000.00,425302.54,CAD,Annual,425302.54,Salary,425302.54,435488a51f398a22cf957f3f956f9f48
30019904,aa925cf83c522223955467661896b99f,2026-02-13,2026-02-18 11:41:45,Return from Leave,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,113450.99,USD,Annual,113450.99,Salary,113450.99,76f666060130181c9b80f609c3bb74d3
30019906,7810046e6feb28307ac238d77fab3698,2026-02-16,2026-02-21 17:41:35,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,128962.43,CAD,Annual,128962.43,Salary,128962.43,c1900e51e2f2109aac7c886b3006357e
30019910,bba4d7824f7479b8902903ee9564e128,2026-02-14,2026-02-19 12:30:21,Data Change,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,98886.69,CAD,Annual,98886.69,Salary,98886.69,e53a2b9c1746d776b0b12e1387bc7169
30019914,9b7ed94bc2bdb886802f97e1974fdbe7,2026-02-22,2026-02-22 12:16:24,Data Change,STD_COMP_PKG,G08,GP_08,,145000.00,180000.00,215000.00,151523.92,CAD,Annual,151523.92,Salary,151523.92,73d8c40aa9f2e67a22fe692f932c619a
30019915,47522ff4fca210b712f2cfa82dd9210f,2026-02-03,2026-02-03 13:04:03,Data Change,STD_COMP_PKG,G01,GP_01,,42000.00,50000.00,58000.00,45869.77,CAD,Annual,45869.77,Salary,45869.77,ac66a00d120314ea7d1beef62ef8c98b
30019917,6792d8b4c18b2ba731402213ecac06a7,2026-02-28,2026-03-01 08:35:39,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,60305.55,CAD,Annual,60305.55,Salary,60305.55,04119733ddf6f66e5401a5133a6d5bb0
30019920,6bbfaab9bf206d80597bf8a25fb830f0,2026-02-19,2026-02-24 12:29:12,Data Change,STD_COMP_PKG,G07,GP_07,,125000.00,155000.00,185000.00,155425.33,CAD,Annual,155425.33,Salary,155425.33,7eb117a8e16a262fa2364e71a338e87b
30019923,733da9418545e5937e34d75969de68af,2026-02-16,2026-02-17 09:13:23,Data Change,STD_COMP_PKG,G11,GP_11,,240000.00,310000.00,380000.00,271850.08,CAD,Annual,271850.08,Salary,271850.08,087d8d58600dad420cc1aac5052a1b7d
30019927,63b194906d3e6614b5d4355af34c840c,2026-02-06,2026-02-08 09:58:01,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,66274.45,USD,Annual,66274.45,Salary,66274.45,1b130c87e1a7822cac18ba2ac6a5052d
30019930,7a1d0ec8f134aff77e71aac8e61b887a,2026-02-07,2026-02-09 12:10:21,Data Change,STD_COMP_PKG,G01,GP_01,,42000.00,50000.00,58000.00,46270.79,CAD,Annual,46270.79,Salary,46270.79,08355274b7c53978dcbe5c884ddb2f89
30019931,e80e6c75a5412bc3f1182e500c33d095,2026-02-03,2026-02-04 10:21:30,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,71161.63,CAD,Annual,71161.63,Salary,71161.63,22e240b4f84fe77a424a6076ae314685
30019937,a26f35f07ae36c357dbaeb596d8cbba6,2026-02-14,2026-02-15 16:30:17,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,116975.23,CAD,Annual,116975.23,Salary,116975.23,44268819cf82462e563ce14b8c711be5
30019938,888782423b6c0d827031416975708c99,2026-02-25,2026-02-25 12:59:28,Data Change,STD_COMP_PKG,G01,GP_01,,42000.00,50000.00,58000.00,51661.77,CAD,Annual,51661.77,Salary,51661.77,8dd9e495e7c9716b3079ae1c9f178189
30019943,b91a9901d6fa31aacd2d64fd616ea88b,2026-02-21,2026-02-24 17:18:59,Data Change,STD_COMP_PKG,G01,GP_01,,42000.00,50000.00,58000.00,53267.05,USD,Annual,53267.05,Salary,53267.05,70317815d49c0ca98a118dfc91db4b24
30019946,c69d9adff65f60aaa48d54fec45921cf,2026-02-06,2026-02-08 14:33:14,Data Change,STD_COMP_PKG,G07,GP_07,,125000.00,155000.00,185000.00,164327.78,CAD,Annual,164327.78,Salary,164327.78,312778d3824d8126cd63263ad9c9e159
30019961,aeda3501879be47cdc4b8d6340d56807,2026-02-17,2026-02-17 10:24:34,Data Change,STD_COMP_PKG,G08,GP_08,,145000.00,180000.00,215000.00,160724.34,CAD,Annual,160724.34,Salary,160724.34,849da62f8dfcfa793f4a4127eaf0d7f3
30019965,ed7c9efa3c8492156666de11c6f447a4,2026-02-19,2026-02-22 12:46:56,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,60604.05,CAD,Annual,60604.05,Salary,60604.05,765dee05df94862abe37b7623d987ec0
30019997,81ed00404b0c113b71425398e52c0b23,2026-02-24,2026-03-01 13:00:49,Leave of Absence,STD_COMP_PKG,G01,GP_01,,42000.00,50000.00,58000.00,51230.11,USD,Annual,51230.11,Salary,51230.11,f92248d7b6f516a3965cf57b9868d112
30020003,5d0287d2c97370a9c91ca23063ddbca5,2026-02-22,2026-02-23 10:18:00,Data Change,STD_COMP_PKG,G10,GP_10,,200000.00,255000.00,310000.00,266932.72,CAD,Annual,266932.72,Salary,266932.72,d7c837693fe1aabf10d7044726fad4b4
30020015,417e3ff2d3cbe0a314a3d95291b60759,2026-02-02,2026-02-02 10:09:54,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,80010.01,CAD,Annual,80010.01,Salary,80010.01,a0f2a7be2afdea7cb6448cc43d1e5de5
30020018,b58f7949566d3db253b1818bbfe6d7b5,2026-02-18,2026-02-18 14:56:43,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,109367.56,USD,Annual,109367.56,Salary,109367.56,193a466d025abef8dae3115acd083964
30020020,d0e5b3d36593bd6e21734fff2d4a728e,2026-02-27,2026-03-02 15:06:19,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,83627.76,CAD,Annual,83627.76,Salary,83627.76,a95cf7718eb64b4178efdb893b686b81
30020021,354479938f8151cb0940b3b2b3820643,2026-02-16,2026-02-16 08:20:21,Data Change,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,111247.49,USD,Annual,111247.49,Salary,111247.49,3dacc2111f218944fff00def13cdc601
30020023,6253e89c94d6ff7cc60312839282b904,2026-02-19,2026-02-19 14:20:24,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,71882.26,CAD,Annual,71882.26,Salary,71882.26,b3726efed4ceaa80c49d2380fcba4e13
30020032,8952eddae590b35d066b13eeff12acf4,2026-02-12,2026-02-15 16:31:50,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,105418.90,CAD,Annual,105418.90,Salary,105418.90,31499ed6e327cbd6b091ea870f55d4c9
30020033,ef1af1212eb22db1b07e5c5614c4a81c,2026-02-16,2026-02-17 10:04:19,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,132000.00,CAD,Annual,132000.00,Salary,132000.00,52a82a44f1ee9e205cb49261580a511e
30020037,c5aa884318ce6425af1fee870342ea57,2026-02-12,2026-02-17 08:44:25,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,86995.46,CAD,Annual,86995.46,Salary,86995.46,6a32c66ed8a48a990fd31ddb882f1c4b
30020040,9c7e1b885de7c4c57752d0e4dbdfcdfe,2026-02-02,2026-02-04 10:30:19,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,73082.35,CAD,Annual,73082.35,Salary,73082.35,f2786f45b8a682ed2198ff7ef34bf2bf
30020041,86cdc6802ccbac94cee368954b56da99,2026-02-18,2026-02-22 08:14:46,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,69216.90,USD,Annual,69216.90,Salary,69216.90,576245e5f1c9b7f32b670f67e990bd4d
30020049,afcf9e88231222c99cd08b904a01728e,2026-02-10,2026-02-12 09:43:54,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,83215.81,USD,Annual,83215.81,Salary,83215.81,d9f367dcd64a1faee3933259174de254
30020054,c63ee966921e61474433193a7f539084,2026-02-03,2026-02-04 13:40:13,Data Change,STD_COMP_PKG,G11,GP_11,,240000.00,310000.00,380000.00,347944.00,CAD,Annual,347944.00,Salary,347944.00,d7d4ed0c022ffc28ff9ea6f056f68842
